Food code,Main food description
54402600,"Salty snacks, multigrain, whole grain, chips (made with whole corn, whole wheat, rice flour, and whole oat flour)"
54402610,"Salty snacks, multigrain and potato chips (made with rice flour, dried potatoes, corn flour, and wheat starch)"
54402700,Pita chips
54403000,"Popcorn, popped in oil, unbuttered"
54403010,"Popcorn, air-popped (no butter or no oil added)"
54403020,"Popcorn, popped in oil, buttered"
54403040,"Popcorn, air-popped, buttered"
54403050,"Popcorn, flavored"
54403060,"Popcorn, popped in oil, lowfat, reduced sodium"
54403070,"Popcorn, popped in oil, lowfat"
54403090,"Popcorn, popped in oil, unsalted"
54403110,"Popcorn, sugar syrup or caramel-coated"
54403120,"Popcorn, sugar syrup or caramel-coated, with nuts"
54403150,"Popcorn, sugar syrup or caramel-coated, fat free"
54406010,"Snacks, onion-flavored rings"
54406200,Shrimp chips (tapioca base)
54408000,"Pretzels, NFS"
54408010,"Pretzels, hard"
54408020,"Pretzels, soft"
54408030,"Pretzel, hard, unsalted"
54408040,"Pretzels, soft, unsalted"
54408050,"Pretzel, oatbran, hard"
54408070,"Pretzel, hard, multigrain"
54408080,"Pretzel, gluten free"
54408100,"Pretzel, baby food"
54408200,"Pretzel, hard, chocolate-coated"
54408250,"Pretzel, yogurt-covered"
54408300,"Pretzels, cheese-filled"
54420010,"Multigrain mixture, pretzels, cereal and/or crackers, nuts"
54420100,"Oriental party mix, with peanuts, sesame sticks, chili rice crackers and fried green peas"
54420200,"Multigrain mixture, bread sticks, sesame nuggets, pretzels, rye chips"
54440010,Bagel chip
55101000,"Pancakes, plain"
55101010,"Pancakes, reduced calorie, high fiber"
55101015,"Pancakes, plain, reduced fat"
55101020,"Pancakes, plain, fat free"
55103000,"Pancakes, with fruit"
55103100,"Pancakes, with chocolate chips"
55105000,"Pancakes, buckwheat"
55105100,"Pancakes, cornmeal"
55105200,"Pancakes, whole wheat"
55105205,"Pancakes, whole wheat, reduced fat"
55105210,"Pancakes, whole wheat, fat free"
55105300,"Pancakes, sour dough"
55105400,"Pancakes, rye"
55106000,"Pancakes, gluten free"
55201000,"Waffle, plain"
55202000,"Waffle, wheat, bran, or multigrain"
55203000,"Waffle, fruit"
55203500,"Waffle, nut and honey"
55203600,"Waffle, chocolate chip"
55204000,"Waffle, cornmeal"
55205000,"Waffle, whole wheat or whole grain"
55206000,"Waffle, oat bran"
55207000,"Waffle, multi-bran"
55208000,"Waffle, gluten free"
55211000,"Waffle, plain, fat free"
55211050,"Waffle, plain, lowfat"
55212000,"Waffle, whole wheat, lowfat"
55301000,"French toast, plain"
55301050,"French toast sticks, plain"
55310100,"Bread fritters, Puerto Rican style (Torrejas gallegas, Galician fritters)"
55401000,"Crepe, plain"
55501000,Flour and water patty
55502000,Flour and water gravy
55610200,"Dumpling, fried, Puerto Rican style"
55610300,"Dumpling, plain"
55701000,Cake made with glutinous rice
55702000,Cake or pancake made with rice flour and/or dried beans
55702100,"Dosa (Indian), plain"
55703000,Cake made with glutinous rice and dried beans
55801000,Funnel cake with sugar
55801010,Funnel cake with sugar and fruit
56101000,"Macaroni, cooked, NS as to fat added in cooking"
56101010,"Macaroni, cooked, fat not added in cooking"
56101030,"Macaroni, cooked, fat added in cooking"
56102000,"Macaroni, whole wheat, cooked, NS as to fat added in cooking"
56102010,"Macaroni, whole wheat, cooked, fat not added in cooking"
56102020,"Macaroni, whole wheat, cooked, fat added in cooking"
56103000,"Macaroni, cooked, spinach, NS as to fat added in cooking"
56103010,"Macaroni, cooked, spinach, fat not added in cooking"
56103020,"Macaroni, cooked, spinach, fat added in cooking"
56104000,"Macaroni, cooked, vegetable, NS as to fat added in cooking"
56104010,"Macaroni, cooked, vegetable, fat not added in cooking"
56104020,"Macaroni, cooked, vegetable, fat added in cooking"
56112000,"Noodles, cooked, NS as to fat added in cooking"
56112010,"Noodles, cooked, fat not added in cooking"
56112030,"Noodles, cooked, fat added in cooking"
56113000,"Noodles, cooked, whole wheat, NS as to fat added in cooking"
56113010,"Noodles, cooked, whole wheat, fat not added in cooking"
56113990,"Noodles, cooked, spinach, NS as to fat added in cooking"
56114000,"Noodles, cooked, spinach, fat not added in cooking"
56114020,"Noodles, cooked, spinach, fat added in cooking"
56116000,"Noodles, chow mein"
56116990,"Long rice noodles (made from mung beans) cooked, NS as to fat added in cooking"
56117000,"Long rice noodles (made from mung beans), cooked, fat not added in cooking"
56117010,"Long rice noodles (made from mung beans), cooked, fat added in cooking"
56117090,"Chow fun rice noodles, cooked, NS as to fat added in cooking"
56117100,"Chow fun rice noodles, cooked, fat not added in cooking"
56117110,"Chow fun rice noodles, cooked, fat added in cooking"
56130000,"Spaghetti, cooked, NS as to fat added in cooking"
56130010,"Spaghetti, cooked, fat not added in cooking"
56131000,"Spaghetti, cooked, fat added in cooking"
56132990,"Spaghetti, cooked, whole wheat, NS as to fat added in cooking"
56133000,"Spaghetti, cooked, whole wheat, fat not added in cooking"
56133010,"Spaghetti, cooked, whole wheat, fat added in cooking"
56140100,"Pasta, gluten free"
56200300,"Cereal, cooked, NFS"
56200350,"Cereal, cooked, instant, NS as to grain"
56200390,"Barley, cooked, NS as to fat added in cooking"
56200400,"Barley, cooked, fat not added in cooking"
56200490,"Buckwheat groats, cooked, NS as to fat added in cooking"
56200500,"Buckwheat groats, cooked, fat not added in cooking"
56200510,"Buckwheat groats, cooked, fat added in cooking"
56200990,"Grits, cooked, corn or hominy, NS as to regular, quick, or instant, NS as to fat added in cooking"
56201000,"Grits, cooked, corn or hominy, NS as to regular, quick, or instant, fat not added in cooking"
56201010,"Grits, cooked, corn or hominy, regular, fat not added in cooking"
56201020,"Grits, cooked, corn or hominy, regular, fat added in cooking"
56201030,"Grits, cooked, corn or hominy, regular, NS as to fat added in cooking"
56201040,"Grits, cooked, corn or hominy, NS as to regular, quick, or instant, fat added in cooking"
56201060,"Grits, cooked, corn or hominy, with cheese, NS as to regular, quick, or instant, NS as to fat added in cooking"
56201061,"Grits, cooked, corn or hominy, with cheese, NS as to regular, quick, or instant, fat not added in cooking"
56201062,"Grits, cooked, corn or hominy, with cheese, NS as to regular, quick, or instant, fat added in cooking"
56201070,"Grits, cooked, corn or hominy, with cheese, regular, NS as to fat added in cooking"
56201071,"Grits, cooked, corn or hominy, with cheese, regular, fat not added in cooking"
56201072,"Grits, cooked, corn or hominy, with cheese, regular, fat added in cooking"
56201080,"Grits, cooked, corn or hominy, with cheese, quick, NS as to fat added in cooking"
56201081,"Grits, cooked, corn or hominy, with cheese, quick, fat not added in cooking"
56201082,"Grits, cooked, corn or hominy, with cheese, quick, fat added in cooking"
56201090,"Grits, cooked, corn or hominy, with cheese, instant, NS as to fat added in cooking"
56201091,"Grits, cooked, corn or hominy, with cheese, instant, fat not added in cooking"
56201092,"Grits, cooked, corn or hominy, with cheese, instant, fat added in cooking"
56201110,"Grits, cooked, corn or hominy, quick, fat not added in cooking"
56201120,"Grits, cooked, corn or hominy, quick, fat added in cooking"
56201130,"Grits, cooked, corn or hominy, quick, NS as to fat added in cooking"
56201210,"Grits, cooked, corn or hominy, instant, fat not added in cooking"
56201220,"Grits, cooked, corn or hominy, instant, fat added in cooking"
56201230,"Grits, cooked, corn or hominy, instant, NS as to fat added in cooking"
56201240,"Grits, cooked, flavored, corn or hominy, instant, fat not added in cooking"
56201250,"Grits, cooked, flavored, corn or hominy, instant, fat added in cooking"
56201260,"Grits, cooked, flavored, corn or hominy, instant, NS as to fat added in cooking"
56201296,"Grits, cooked, corn or hominy, NS as to regular, quick, or instant, made with milk, fat added in cooking"
56201298,"Grits, cooked, corn or hominy, NS as to regular, quick, or instant, made with milk, fat not added in cooking"
56201300,"Grits, cooked, corn or hominy, NS as to regular, quick, or instant, made with milk, NS as to fat added in cooking"
56201320,"Grits, cooked, corn or hominy, regular, made with milk, fat added in cooking"
56201322,"Grits, cooked, corn or hominy, regular, made with milk, fat not added in cooking"
56201324,"Grits, cooked, corn or hominy, regular, made with milk, NS as to fat added in cooking"
56201330,"Grits, cooked, corn or hominy, quick, made with milk, fat added in cooking"
56201332,"Grits, cooked, corn or hominy, quick, made with milk, fat not added in cooking"
56201334,"Grits, cooked, corn or hominy, quick, made with milk, NS as to fat added in cooking"
56201340,"Grits, cooked, corn or hominy, instant, made with milk, fat added in cooking"
56201342,"Grits, cooked, corn or hominy, instant, made with milk, fat not added in cooking"
56201344,"Grits, cooked, corn or hominy, instant, made with milk, NS as to fat added in cooking"
56201510,"Cornmeal mush, made with water"
56201520,"Cornmeal mush, fried"
56201530,"Cornmeal mush, made with milk"
56201540,"Cornmeal, made with milk and sugar, Puerto Rican Style (Harina de maiz)"
56201550,Cornmeal dumpling
56201560,"Cornmeal sticks, boiled"
56201600,"Cornmeal, lime-treated, cooked (Masa harina)"
56201700,"Cornstarch with milk, eaten as a cereal (2 tbsp cornstarch in 2-1/2 cups milk)"
56201750,"Cornstarch, dry"
56201990,"Millet, cooked, NS as to fat added in cooking"
56202000,"Millet, cooked, fat not added in cooking"
56202100,"Millet, cooked, fat added in cooking"
56202900,"Oatmeal, cooked, from fast food"
56202960,"Oatmeal, cooked, NS as to regular, quick or instant; NS as to fat added in cooking"
56202970,"Oatmeal, cooked, quick (1 or 3 minutes), NS as to fat added in cooking"
56202980,"Oatmeal, cooked, regular, NS as to fat added in cooking"
56203000,"Oatmeal, cooked, NS as to regular, quick or instant, fat not added in cooking"
56203010,"Oatmeal, cooked, regular, fat not added in cooking"
56203020,"Oatmeal, cooked, quick (1 or 3 minutes), fat not added in cooking"
56203030,"Oatmeal, cooked, instant, fat not added in cooking"
56203040,"Oatmeal, cooked, NS as to regular, quick, or instant, fat added in cooking"
56203050,"Oatmeal, cooked, regular, fat added in cooking"
56203060,"Oatmeal, cooked, quick (1 or 3 minutes), fat added in cooking"
56203070,"Oatmeal, cooked, instant, fat added in cooking"
56203080,"Oatmeal, cooked, instant, NS as to fat added in cooking"
56203110,"Oatmeal with maple flavor, cooked"
56203200,"Oatmeal with fruit, cooked"
56203210,"Oatmeal, NS as to regular, quick, or instant, made with milk, fat not added in cooking"
56203211,"Oatmeal, cooked, regular, made with milk, fat not added in cooking"
56203212,"Oatmeal, cooked, quick (1 or 3 minutes), made with milk, fat not added in cooking"
56203213,"Oatmeal, cooked, instant, made with milk, fat not added in cooking"
56203220,"Oatmeal, NS as to regular, quick, or instant, made with milk, fat added in cooking"
56203221,"Oatmeal, cooked, regular, made with milk, fat added in cooking"
56203222,"Oatmeal, cooked, quick (1 or 3 minutes), made with milk, fat added in cooking"
56203223,"Oatmeal, cooked, instant, made with milk, fat added in cooking"
56203230,"Oatmeal, NS as to regular, quick, or instant, made with milk, NS as to fat added in cooking"
56203231,"Oatmeal, cooked, regular, made with milk, NS as to fat added in cooking"
56203232,"Oatmeal, cooked, quick (1 or 3 minutes), made with milk, NS as to fat added in cooking"
56203233,"Oatmeal, cooked, instant, made with milk, NS as to fat added in cooking"
56203540,"Oatmeal, made with milk and sugar, Puerto Rican style"
56203600,"Oatmeal, multigrain, cooked, NS as to fat added in cooking"
56203610,"Oatmeal, multigrain, cooked, fat not added in cooking"
56203620,"Oatmeal, multigrain, cooked, fat added in cooking"
56204000,"Quinoa, cooked, NS as to fat added in cooking"
56204005,"Quinoa, cooked, fat not added in cooking"
56204010,"Quinoa, cooked, fat added in cooking"
56205000,"Rice, cooked, NFS"
56205002,"Rice, white, cooked, fat added in cooking, made with oil"
56205004,"Rice, white, cooked, fat added in cooking, made with butter"
56205006,"Rice, white, cooked, fat added in cooking, made with margarine"
56205008,"Rice, white, cooked, fat not added in cooking"
56205012,"Rice, brown, cooked, fat added in cooking, made with oil"
56205014,"Rice, brown, cooked, fat added in cooking, made with butter"
56205016,"Rice, brown, cooked, fat added in cooking, made with margarine"
56205018,"Rice, brown, cooked, fat not added in cooking"
56205050,"Rice, cream of, cooked, fat not added in cooking"
56205060,"Rice, cooked, with milk"
56205070,"Rice, sweet (rice, cooked, with honey)"
56205080,"Rice, creamed, made with milk and sugar, Puerto Rican style"
56205090,"Rice, cream of, cooked, fat added in cooking"
56205092,"Rice, cream of, cooked, NS as to fat added in cooking"
56205094,"Rice, cream of, cooked, made with milk"
56205101,Congee (Asian)
56205130,"Yellow rice, cooked, NS as to fat added in cooking"
56205150,"Yellow rice, cooked, fat not added in cooking"
56205170,"Yellow rice, cooked, fat added in cooking"
56205190,"Rice, white, cooked, glutinous"
56205200,"Rice, frozen dessert, nondairy, flavors other than chocolate"
56205205,"Rice, wild, 100%, cooked, NS as to fat added in cooking"
56205210,"Rice, wild, 100%, cooked, fat not added in cooking"
56205215,"Rice, wild, 100%, cooked, fat added in cooking"
56205230,"Rice dessert bar, frozen, flavors other than chocolate, nondairy, carob covered"
56205240,"Rice dessert bar, frozen, chocolate, nondairy, chocolate covered"
56205300,"Rice, white and wild, cooked, fat not added in cooking"
56205310,"Rice, brown and wild, cooked, fat not added in cooking"
56205320,"Rice, white and wild, cooked, fat added in cooking"
56205330,"Rice, white and wild, cooked, NS as to fat added in cooking"
56205340,"Rice, brown and wild, cooked, fat added in cooking"
56205350,"Rice, brown and wild, cooked, NS as to fat added in cooking"
56205410,"Rice, white, cooked with (fat) oil, Puerto Rican style (Arroz blanco)"
56206970,"Wheat, cream of, cooked, quick, NS as to fat added in cooking"
56206980,"Wheat, cream of, cooked, regular, NS as to fat added in cooking"
56206990,"Wheat, cream of, cooked, NS as to regular, quick, or instant, NS as to fat added in cooking"
56207000,"Wheat, cream of, cooked, NS as to regular, quick, or instant, fat not added in cooking"
56207010,"Wheat, cream of, cooked, regular, fat not added in cooking"
56207020,"Wheat, cream of, cooked, quick, fat not added in cooking"
56207030,"Wheat, cream of, cooked, instant, fat not added in cooking"
56207050,"Wheat, cream of, cooked, made with milk and sugar, Puerto Rican style"
56207060,"Wheat, cream of, cooked, instant, fat added in cooking"
56207070,"Wheat, cream of, cooked, instant, NS as to fat added in cooking"
56207080,"Wheat, cream of, cooked, NS as to regular, quick, or instant, fat added in cooking"
56207082,"Wheat, cream of, cooked, NS as to regular, quick, or instant, made with milk, fat added in cooking"
56207083,"Wheat, cream of, cooked, NS as to regular, quick, or instant, made with milk, fat not added in cooking"
56207084,"Wheat, cream of, cooked, NS as to regular, quick, or instant, made with milk, NS as to fat added in cooking"
56207086,"Wheat, cream of, cooked, regular, made with milk, fat added in cooking"
56207087,"Wheat, cream of, cooked, regular, made with milk, fat not added in cooking"
